
Активные подключения

  Имя    Локальный адрес        Внешний адрес          Состояние       PID
  TCP    [fe80::d409:7142:582e:e52%16]:2560  [fe80::d409:7142:582e:e52%16]:49232  ESTABLISHED     5580
  TCP    [fe80::d409:7142:582e:e52%16]:2560  [fe80::d409:7142:582e:e52%16]:49364  ESTABLISHED     5580
  TCP    [fe80::d409:7142:582e:e52%16]:2560  [fe80::d409:7142:582e:e52%16]:49380  ESTABLISHED     5580
  TCP    [fe80::d409:7142:582e:e52%16]:2560  [fe80::d409:7142:582e:e52%16]:49399  ESTABLISHED     5580
  TCP    [fe80::d409:7142:582e:e52%16]:2560  [fe80::d409:7142:582e:e52%16]:49400  ESTABLISHED     5580
  TCP    [fe80::d409:7142:582e:e52%16]:2560  [fe80::d409:7142:582e:e52%16]:49428  ESTABLISHED     5580
  TCP    [fe80::d409:7142:582e:e52%16]:2560  [fe80::d409:7142:582e:e52%16]:49444  ESTABLISHED     5580
  TCP    [fe80::d409:7142:582e:e52%16]:2561  [fe80::d409:7142:582e:e52%16]:49242  ESTABLISHED     5588
  TCP    [fe80::d409:7142:582e:e52%16]:2561  [fe80::d409:7142:582e:e52%16]:49245  ESTABLISHED     5588
  TCP    [fe80::d409:7142:582e:e52%16]:2561  [fe80::d409:7142:582e:e52%16]:49370  ESTABLISHED     5588
  TCP    [fe80::d409:7142:582e:e52%16]:2561  [fe80::d409:7142:582e:e52%16]:49386  ESTABLISHED     5588
  TCP    [fe80::d409:7142:582e:e52%16]:2561  [fe80::d409:7142:582e:e52%16]:49409  ESTABLISHED     5588
  TCP    [fe80::d409:7142:582e:e52%16]:2561  [fe80::d409:7142:582e:e52%16]:49410  ESTABLISHED     5588
  TCP    [fe80::d409:7142:582e:e52%16]:2561  [fe80::d409:7142:582e:e52%16]:49434  ESTABLISHED     5588
  TCP    [fe80::d409:7142:582e:e52%16]:2561  [fe80::d409:7142:582e:e52%16]:49449  ESTABLISHED     5588
  TCP    [fe80::d409:7142:582e:e52%16]:2562  [fe80::d409:7142:582e:e52%16]:49246  ESTABLISHED     5564
  TCP    [fe80::d409:7142:582e:e52%16]:2562  [fe80::d409:7142:582e:e52%16]:49249  ESTABLISHED     5564
  TCP    [fe80::d409:7142:582e:e52%16]:2562  [fe80::d409:7142:582e:e52%16]:49371  ESTABLISHED     5564
  TCP    [fe80::d409:7142:582e:e52%16]:2562  [fe80::d409:7142:582e:e52%16]:49388  ESTABLISHED     5564
  TCP    [fe80::d409:7142:582e:e52%16]:2562  [fe80::d409:7142:582e:e52%16]:49413  ESTABLISHED     5564
  TCP    [fe80::d409:7142:582e:e52%16]:2562  [fe80::d409:7142:582e:e52%16]:49414  ESTABLISHED     5564
  TCP    [fe80::d409:7142:582e:e52%16]:2562  [fe80::d409:7142:582e:e52%16]:49436  ESTABLISHED     5564
  TCP    [fe80::d409:7142:582e:e52%16]:2562  [fe80::d409:7142:582e:e52%16]:49450  ESTABLISHED     5564
  TCP    [fe80::d409:7142:582e:e52%16]:2563  [fe80::d409:7142:582e:e52%16]:49238  ESTABLISHED     5604
  TCP    [fe80::d409:7142:582e:e52%16]:2563  [fe80::d409:7142:582e:e52%16]:49241  ESTABLISHED     5604
  TCP    [fe80::d409:7142:582e:e52%16]:2563  [fe80::d409:7142:582e:e52%16]:49368  ESTABLISHED     5604
  TCP    [fe80::d409:7142:582e:e52%16]:2563  [fe80::d409:7142:582e:e52%16]:49384  ESTABLISHED     5604
  TCP    [fe80::d409:7142:582e:e52%16]:2563  [fe80::d409:7142:582e:e52%16]:49396  ESTABLISHED     5604
  TCP    [fe80::d409:7142:582e:e52%16]:2563  [fe80::d409:7142:582e:e52%16]:49432  ESTABLISHED     5604
  TCP    [fe80::d409:7142:582e:e52%16]:2563  [fe80::d409:7142:582e:e52%16]:49447  ESTABLISHED     5604
  TCP    [fe80::d409:7142:582e:e52%16]:2564  [fe80::d409:7142:582e:e52%16]:49258  ESTABLISHED     5572
  TCP    [fe80::d409:7142:582e:e52%16]:2564  [fe80::d409:7142:582e:e52%16]:49263  ESTABLISHED     5572
  TCP    [fe80::d409:7142:582e:e52%16]:2564  [fe80::d409:7142:582e:e52%16]:49376  ESTABLISHED     5572
  TCP    [fe80::d409:7142:582e:e52%16]:2564  [fe80::d409:7142:582e:e52%16]:49393  ESTABLISHED     5572
  TCP    [fe80::d409:7142:582e:e52%16]:2564  [fe80::d409:7142:582e:e52%16]:49423  ESTABLISHED     5572
  TCP    [fe80::d409:7142:582e:e52%16]:2564  [fe80::d409:7142:582e:e52%16]:49424  ESTABLISHED     5572
  TCP    [fe80::d409:7142:582e:e52%16]:2564  [fe80::d409:7142:582e:e52%16]:49441  ESTABLISHED     5572
  TCP    [fe80::d409:7142:582e:e52%16]:2564  [fe80::d409:7142:582e:e52%16]:49455  ESTABLISHED     5572
  TCP    [fe80::d409:7142:582e:e52%16]:2565  [fe80::d409:7142:582e:e52%16]:49244  ESTABLISHED     5760
  TCP    [fe80::d409:7142:582e:e52%16]:2565  [fe80::d409:7142:582e:e52%16]:49247  ESTABLISHED     5760
  TCP    [fe80::d409:7142:582e:e52%16]:2565  [fe80::d409:7142:582e:e52%16]:49361  ESTABLISHED     5760
  TCP    [fe80::d409:7142:582e:e52%16]:2565  [fe80::d409:7142:582e:e52%16]:49387  ESTABLISHED     5760
  TCP    [fe80::d409:7142:582e:e52%16]:2565  [fe80::d409:7142:582e:e52%16]:49411  ESTABLISHED     5760
  TCP    [fe80::d409:7142:582e:e52%16]:2565  [fe80::d409:7142:582e:e52%16]:49412  ESTABLISHED     5760
  TCP    [fe80::d409:7142:582e:e52%16]:2565  [fe80::d409:7142:582e:e52%16]:49435  ESTABLISHED     5760
  TCP    [fe80::d409:7142:582e:e52%16]:2566  [fe80::d409:7142:582e:e52%16]:49252  ESTABLISHED     5636
  TCP    [fe80::d409:7142:582e:e52%16]:2566  [fe80::d409:7142:582e:e52%16]:49257  ESTABLISHED     5636
  TCP    [fe80::d409:7142:582e:e52%16]:2566  [fe80::d409:7142:582e:e52%16]:49374  ESTABLISHED     5636
  TCP    [fe80::d409:7142:582e:e52%16]:2566  [fe80::d409:7142:582e:e52%16]:49391  ESTABLISHED     5636
  TCP    [fe80::d409:7142:582e:e52%16]:2566  [fe80::d409:7142:582e:e52%16]:49419  ESTABLISHED     5636
  TCP    [fe80::d409:7142:582e:e52%16]:2566  [fe80::d409:7142:582e:e52%16]:49420  ESTABLISHED     5636
  TCP    [fe80::d409:7142:582e:e52%16]:2566  [fe80::d409:7142:582e:e52%16]:49439  ESTABLISHED     5636
  TCP    [fe80::d409:7142:582e:e52%16]:2566  [fe80::d409:7142:582e:e52%16]:49453  ESTABLISHED     5636
  TCP    [fe80::d409:7142:582e:e52%16]:2567  [fe80::d409:7142:582e:e52%16]:49235  ESTABLISHED     5684
  TCP    [fe80::d409:7142:582e:e52%16]:2567  [fe80::d409:7142:582e:e52%16]:49239  ESTABLISHED     5684
  TCP    [fe80::d409:7142:582e:e52%16]:2567  [fe80::d409:7142:582e:e52%16]:49367  ESTABLISHED     5684
  TCP    [fe80::d409:7142:582e:e52%16]:2567  [fe80::d409:7142:582e:e52%16]:49383  ESTABLISHED     5684
  TCP    [fe80::d409:7142:582e:e52%16]:2567  [fe80::d409:7142:582e:e52%16]:49405  ESTABLISHED     5684
  TCP    [fe80::d409:7142:582e:e52%16]:2567  [fe80::d409:7142:582e:e52%16]:49406  ESTABLISHED     5684
  TCP    [fe80::d409:7142:582e:e52%16]:2567  [fe80::d409:7142:582e:e52%16]:49431  ESTABLISHED     5684
  TCP    [fe80::d409:7142:582e:e52%16]:2568  [fe80::d409:7142:582e:e52%16]:49248  ESTABLISHED     5620
  TCP    [fe80::d409:7142:582e:e52%16]:2568  [fe80::d409:7142:582e:e52%16]:49251  ESTABLISHED     5620
  TCP    [fe80::d409:7142:582e:e52%16]:2568  [fe80::d409:7142:582e:e52%16]:49372  ESTABLISHED     5620
  TCP    [fe80::d409:7142:582e:e52%16]:2568  [fe80::d409:7142:582e:e52%16]:49389  ESTABLISHED     5620
  TCP    [fe80::d409:7142:582e:e52%16]:2568  [fe80::d409:7142:582e:e52%16]:49415  ESTABLISHED     5620
  TCP    [fe80::d409:7142:582e:e52%16]:2568  [fe80::d409:7142:582e:e52%16]:49416  ESTABLISHED     5620
  TCP    [fe80::d409:7142:582e:e52%16]:2568  [fe80::d409:7142:582e:e52%16]:49437  ESTABLISHED     5620
  TCP    [fe80::d409:7142:582e:e52%16]:2568  [fe80::d409:7142:582e:e52%16]:49451  ESTABLISHED     5620
  TCP    [fe80::d409:7142:582e:e52%16]:2569  [fe80::d409:7142:582e:e52%16]:49233  ESTABLISHED     5740
  TCP    [fe80::d409:7142:582e:e52%16]:2569  [fe80::d409:7142:582e:e52%16]:49236  ESTABLISHED     5740
  TCP    [fe80::d409:7142:582e:e52%16]:2569  [fe80::d409:7142:582e:e52%16]:49366  ESTABLISHED     5740
  TCP    [fe80::d409:7142:582e:e52%16]:2569  [fe80::d409:7142:582e:e52%16]:49382  ESTABLISHED     5740
  TCP    [fe80::d409:7142:582e:e52%16]:2569  [fe80::d409:7142:582e:e52%16]:49403  ESTABLISHED     5740
  TCP    [fe80::d409:7142:582e:e52%16]:2569  [fe80::d409:7142:582e:e52%16]:49404  ESTABLISHED     5740
  TCP    [fe80::d409:7142:582e:e52%16]:2569  [fe80::d409:7142:582e:e52%16]:49430  ESTABLISHED     5740
  TCP    [fe80::d409:7142:582e:e52%16]:2569  [fe80::d409:7142:582e:e52%16]:49446  ESTABLISHED     5740
  TCP    [fe80::d409:7142:582e:e52%16]:2570  [fe80::d409:7142:582e:e52%16]:49256  ESTABLISHED     5752
  TCP    [fe80::d409:7142:582e:e52%16]:2570  [fe80::d409:7142:582e:e52%16]:49259  ESTABLISHED     5752
  TCP    [fe80::d409:7142:582e:e52%16]:2570  [fe80::d409:7142:582e:e52%16]:49375  ESTABLISHED     5752
  TCP    [fe80::d409:7142:582e:e52%16]:2570  [fe80::d409:7142:582e:e52%16]:49392  ESTABLISHED     5752
  TCP    [fe80::d409:7142:582e:e52%16]:2570  [fe80::d409:7142:582e:e52%16]:49421  ESTABLISHED     5752
  TCP    [fe80::d409:7142:582e:e52%16]:2570  [fe80::d409:7142:582e:e52%16]:49422  ESTABLISHED     5752
  TCP    [fe80::d409:7142:582e:e52%16]:2570  [fe80::d409:7142:582e:e52%16]:49440  ESTABLISHED     5752
  TCP    [fe80::d409:7142:582e:e52%16]:2570  [fe80::d409:7142:582e:e52%16]:49454  ESTABLISHED     5752
  TCP    [fe80::d409:7142:582e:e52%16]:2571  [fe80::d409:7142:582e:e52%16]:49240  ESTABLISHED     5732
  TCP    [fe80::d409:7142:582e:e52%16]:2571  [fe80::d409:7142:582e:e52%16]:49243  ESTABLISHED     5732
  TCP    [fe80::d409:7142:582e:e52%16]:2571  [fe80::d409:7142:582e:e52%16]:49369  ESTABLISHED     5732
  TCP    [fe80::d409:7142:582e:e52%16]:2571  [fe80::d409:7142:582e:e52%16]:49385  ESTABLISHED     5732
  TCP    [fe80::d409:7142:582e:e52%16]:2571  [fe80::d409:7142:582e:e52%16]:49407  ESTABLISHED     5732
  TCP    [fe80::d409:7142:582e:e52%16]:2571  [fe80::d409:7142:582e:e52%16]:49408  ESTABLISHED     5732
  TCP    [fe80::d409:7142:582e:e52%16]:2571  [fe80::d409:7142:582e:e52%16]:49433  ESTABLISHED     5732
  TCP    [fe80::d409:7142:582e:e52%16]:2571  [fe80::d409:7142:582e:e52%16]:49448  ESTABLISHED     5732
  TCP    [fe80::d409:7142:582e:e52%16]:2572  [fe80::d409:7142:582e:e52%16]:49222  ESTABLISHED     5652
  TCP    [fe80::d409:7142:582e:e52%16]:2572  [fe80::d409:7142:582e:e52%16]:49228  ESTABLISHED     5652
  TCP    [fe80::d409:7142:582e:e52%16]:2572  [fe80::d409:7142:582e:e52%16]:49362  ESTABLISHED     5652
  TCP    [fe80::d409:7142:582e:e52%16]:2572  [fe80::d409:7142:582e:e52%16]:49379  ESTABLISHED     5652
  TCP    [fe80::d409:7142:582e:e52%16]:2572  [fe80::d409:7142:582e:e52%16]:49397  ESTABLISHED     5652
  TCP    [fe80::d409:7142:582e:e52%16]:2572  [fe80::d409:7142:582e:e52%16]:49426  ESTABLISHED     5652
  TCP    [fe80::d409:7142:582e:e52%16]:2572  [fe80::d409:7142:582e:e52%16]:49442  ESTABLISHED     5652
  TCP    [fe80::d409:7142:582e:e52%16]:2573  [fe80::d409:7142:582e:e52%16]:49250  ESTABLISHED     5660
  TCP    [fe80::d409:7142:582e:e52%16]:2573  [fe80::d409:7142:582e:e52%16]:49255  ESTABLISHED     5660
  TCP    [fe80::d409:7142:582e:e52%16]:2573  [fe80::d409:7142:582e:e52%16]:49373  ESTABLISHED     5660
  TCP    [fe80::d409:7142:582e:e52%16]:2573  [fe80::d409:7142:582e:e52%16]:49390  ESTABLISHED     5660
  TCP    [fe80::d409:7142:582e:e52%16]:2573  [fe80::d409:7142:582e:e52%16]:49417  ESTABLISHED     5660
  TCP    [fe80::d409:7142:582e:e52%16]:2573  [fe80::d409:7142:582e:e52%16]:49418  ESTABLISHED     5660
  TCP    [fe80::d409:7142:582e:e52%16]:2573  [fe80::d409:7142:582e:e52%16]:49438  ESTABLISHED     5660
  TCP    [fe80::d409:7142:582e:e52%16]:2573  [fe80::d409:7142:582e:e52%16]:49452  ESTABLISHED     5660
  TCP    [fe80::d409:7142:582e:e52%16]:2574  [fe80::d409:7142:582e:e52%16]:49231  ESTABLISHED     5696
  TCP    [fe80::d409:7142:582e:e52%16]:2574  [fe80::d409:7142:582e:e52%16]:49234  ESTABLISHED     5696
  TCP    [fe80::d409:7142:582e:e52%16]:2574  [fe80::d409:7142:582e:e52%16]:49365  ESTABLISHED     5696
  TCP    [fe80::d409:7142:582e:e52%16]:2574  [fe80::d409:7142:582e:e52%16]:49381  ESTABLISHED     5696
  TCP    [fe80::d409:7142:582e:e52%16]:2574  [fe80::d409:7142:582e:e52%16]:49395  ESTABLISHED     5696
  TCP    [fe80::d409:7142:582e:e52%16]:2574  [fe80::d409:7142:582e:e52%16]:49401  ESTABLISHED     5696
  TCP    [fe80::d409:7142:582e:e52%16]:2574  [fe80::d409:7142:582e:e52%16]:49402  ESTABLISHED     5696
  TCP    [fe80::d409:7142:582e:e52%16]:2574  [fe80::d409:7142:582e:e52%16]:49429  ESTABLISHED     5696
  TCP    [fe80::d409:7142:582e:e52%16]:2574  [fe80::d409:7142:582e:e52%16]:49445  ESTABLISHED     5696
  TCP    [fe80::d409:7142:582e:e52%16]:2575  [fe80::d409:7142:582e:e52%16]:49227  ESTABLISHED     5780
  TCP    [fe80::d409:7142:582e:e52%16]:2575  [fe80::d409:7142:582e:e52%16]:49230  ESTABLISHED     5780
  TCP    [fe80::d409:7142:582e:e52%16]:2575  [fe80::d409:7142:582e:e52%16]:49363  ESTABLISHED     5780
  TCP    [fe80::d409:7142:582e:e52%16]:2575  [fe80::d409:7142:582e:e52%16]:49394  ESTABLISHED     5780
  TCP    [fe80::d409:7142:582e:e52%16]:2575  [fe80::d409:7142:582e:e52%16]:49398  ESTABLISHED     5780
  TCP    [fe80::d409:7142:582e:e52%16]:2575  [fe80::d409:7142:582e:e52%16]:49427  ESTABLISHED     5780
  TCP    [fe80::d409:7142:582e:e52%16]:2575  [fe80::d409:7142:582e:e52%16]:49443  ESTABLISHED     5780
  TCP    [fe80::d409:7142:582e:e52%16]:2576  [fe80::d409:7142:582e:e52%16]:49265  ESTABLISHED     6884
  TCP    [fe80::d409:7142:582e:e52%16]:2576  [fe80::d409:7142:582e:e52%16]:49377  ESTABLISHED     6884
  TCP    [fe80::d409:7142:582e:e52%16]:49196  [fe80::d409:7142:582e:e52%16]:2541  ESTABLISHED     4224
  TCP    [fe80::d409:7142:582e:e52%16]:49199  [fe80::d409:7142:582e:e52%16]:2541  TIME_WAIT       0
  TCP    [fe80::d409:7142:582e:e52%16]:49205  [fe80::d409:7142:582e:e52%16]:2541  ESTABLISHED     5564
  TCP    [fe80::d409:7142:582e:e52%16]:49206  [fe80::d409:7142:582e:e52%16]:2541  ESTABLISHED     5588
  TCP    [fe80::d409:7142:582e:e52%16]:49207  [fe80::d409:7142:582e:e52%16]:2541  ESTABLISHED     5572
  TCP    [fe80::d409:7142:582e:e52%16]:49208  [fe80::d409:7142:582e:e52%16]:2541  ESTABLISHED     5580
  TCP    [fe80::d409:7142:582e:e52%16]:49209  [fe80::d409:7142:582e:e52%16]:2541  ESTABLISHED     5604
  TCP    [fe80::d409:7142:582e:e52%16]:49210  [fe80::d409:7142:582e:e52%16]:2541  ESTABLISHED     5684
  TCP    [fe80::d409:7142:582e:e52%16]:49211  [fe80::d409:7142:582e:e52%16]:2541  ESTABLISHED     5760
  TCP    [fe80::d409:7142:582e:e52%16]:49212  [fe80::d409:7142:582e:e52%16]:2541  ESTABLISHED     5636
  TCP    [fe80::d409:7142:582e:e52%16]:49213  [fe80::d409:7142:582e:e52%16]:2541  ESTABLISHED     5620
  TCP    [fe80::d409:7142:582e:e52%16]:49214  [fe80::d409:7142:582e:e52%16]:2541  ESTABLISHED     5740
  TCP    [fe80::d409:7142:582e:e52%16]:49215  [fe80::d409:7142:582e:e52%16]:2541  ESTABLISHED     5752
  TCP    [fe80::d409:7142:582e:e52%16]:49216  [fe80::d409:7142:582e:e52%16]:2541  ESTABLISHED     5652
  TCP    [fe80::d409:7142:582e:e52%16]:49217  [fe80::d409:7142:582e:e52%16]:2541  ESTABLISHED     5732
  TCP    [fe80::d409:7142:582e:e52%16]:49218  [fe80::d409:7142:582e:e52%16]:2541  ESTABLISHED     5660
  TCP    [fe80::d409:7142:582e:e52%16]:49219  [fe80::d409:7142:582e:e52%16]:2541  ESTABLISHED     5696
  TCP    [fe80::d409:7142:582e:e52%16]:49220  [fe80::d409:7142:582e:e52%16]:2541  ESTABLISHED     5780
  TCP    [fe80::d409:7142:582e:e52%16]:49221  [fe80::d409:7142:582e:e52%16]:2541  ESTABLISHED     6884
  TCP    [fe80::d409:7142:582e:e52%16]:49222  [fe80::d409:7142:582e:e52%16]:2572  ESTABLISHED     6884
  TCP    [fe80::d409:7142:582e:e52%16]:49227  [fe80::d409:7142:582e:e52%16]:2575  ESTABLISHED     6884
  TCP    [fe80::d409:7142:582e:e52%16]:49228  [fe80::d409:7142:582e:e52%16]:2572  ESTABLISHED     4224
  TCP    [fe80::d409:7142:582e:e52%16]:49229  [fe80::d409:7142:582e:e52%16]:2560  ESTABLISHED     6884
  TCP    [fe80::d409:7142:582e:e52%16]:49230  [fe80::d409:7142:582e:e52%16]:2575  ESTABLISHED     4224
  TCP    [fe80::d409:7142:582e:e52%16]:49231  [fe80::d409:7142:582e:e52%16]:2574  ESTABLISHED     6884
  TCP    [fe80::d409:7142:582e:e52%16]:49232  [fe80::d409:7142:582e:e52%16]:2560  ESTABLISHED     4224
  TCP    [fe80::d409:7142:582e:e52%16]:49233  [fe80::d409:7142:582e:e52%16]:2569  ESTABLISHED     6884
  TCP    [fe80::d409:7142:582e:e52%16]:49234  [fe80::d409:7142:582e:e52%16]:2574  ESTABLISHED     4224
  TCP    [fe80::d409:7142:582e:e52%16]:49235  [fe80::d409:7142:582e:e52%16]:2567  ESTABLISHED     6884
  TCP    [fe80::d409:7142:582e:e52%16]:49236  [fe80::d409:7142:582e:e52%16]:2569  ESTABLISHED     4224
  TCP    [fe80::d409:7142:582e:e52%16]:49237  [fe80::d409:7142:582e:e52%16]:2541  ESTABLISHED     4224
  TCP    [fe80::d409:7142:582e:e52%16]:49238  [fe80::d409:7142:582e:e52%16]:2563  ESTABLISHED     6884
  TCP    [fe80::d409:7142:582e:e52%16]:49239  [fe80::d409:7142:582e:e52%16]:2567  ESTABLISHED     4224
  TCP    [fe80::d409:7142:582e:e52%16]:49240  [fe80::d409:7142:582e:e52%16]:2571  ESTABLISHED     6884
  TCP    [fe80::d409:7142:582e:e52%16]:49241  [fe80::d409:7142:582e:e52%16]:2563  ESTABLISHED     4224
  TCP    [fe80::d409:7142:582e:e52%16]:49242  [fe80::d409:7142:582e:e52%16]:2561  ESTABLISHED     6884
  TCP    [fe80::d409:7142:582e:e52%16]:49243  [fe80::d409:7142:582e:e52%16]:2571  ESTABLISHED     4224
  TCP    [fe80::d409:7142:582e:e52%16]:49244  [fe80::d409:7142:582e:e52%16]:2565  ESTABLISHED     6884
  TCP    [fe80::d409:7142:582e:e52%16]:49245  [fe80::d409:7142:582e:e52%16]:2561  ESTABLISHED     4224
  TCP    [fe80::d409:7142:582e:e52%16]:49246  [fe80::d409:7142:582e:e52%16]:2562  ESTABLISHED     6884
  TCP    [fe80::d409:7142:582e:e52%16]:49247  [fe80::d409:7142:582e:e52%16]:2565  ESTABLISHED     4224
  TCP    [fe80::d409:7142:582e:e52%16]:49248  [fe80::d409:7142:582e:e52%16]:2568  ESTABLISHED     6884
  TCP    [fe80::d409:7142:582e:e52%16]:49249  [fe80::d409:7142:582e:e52%16]:2562  ESTABLISHED     4224
  TCP    [fe80::d409:7142:582e:e52%16]:49250  [fe80::d409:7142:582e:e52%16]:2573  ESTABLISHED     6884
  TCP    [fe80::d409:7142:582e:e52%16]:49251  [fe80::d409:7142:582e:e52%16]:2568  ESTABLISHED     4224
  TCP    [fe80::d409:7142:582e:e52%16]:49252  [fe80::d409:7142:582e:e52%16]:2566  ESTABLISHED     6884
  TCP    [fe80::d409:7142:582e:e52%16]:49255  [fe80::d409:7142:582e:e52%16]:2573  ESTABLISHED     4224
  TCP    [fe80::d409:7142:582e:e52%16]:49256  [fe80::d409:7142:582e:e52%16]:2570  ESTABLISHED     6884
  TCP    [fe80::d409:7142:582e:e52%16]:49257  [fe80::d409:7142:582e:e52%16]:2566  ESTABLISHED     4224
  TCP    [fe80::d409:7142:582e:e52%16]:49258  [fe80::d409:7142:582e:e52%16]:2564  ESTABLISHED     6884
  TCP    [fe80::d409:7142:582e:e52%16]:49259  [fe80::d409:7142:582e:e52%16]:2570  ESTABLISHED     4224
  TCP    [fe80::d409:7142:582e:e52%16]:49263  [fe80::d409:7142:582e:e52%16]:2564  ESTABLISHED     4224
  TCP    [fe80::d409:7142:582e:e52%16]:49265  [fe80::d409:7142:582e:e52%16]:2576  ESTABLISHED     4224
  TCP    [fe80::d409:7142:582e:e52%16]:49361  [fe80::d409:7142:582e:e52%16]:2565  ESTABLISHED     5684
  TCP    [fe80::d409:7142:582e:e52%16]:49362  [fe80::d409:7142:582e:e52%16]:2572  ESTABLISHED     5760
  TCP    [fe80::d409:7142:582e:e52%16]:49363  [fe80::d409:7142:582e:e52%16]:2575  ESTABLISHED     5760
  TCP    [fe80::d409:7142:582e:e52%16]:49364  [fe80::d409:7142:582e:e52%16]:2560  ESTABLISHED     5760
  TCP    [fe80::d409:7142:582e:e52%16]:49365  [fe80::d409:7142:582e:e52%16]:2574  ESTABLISHED     5760
  TCP    [fe80::d409:7142:582e:e52%16]:49366  [fe80::d409:7142:582e:e52%16]:2569  ESTABLISHED     5760
  TCP    [fe80::d409:7142:582e:e52%16]:49367  [fe80::d409:7142:582e:e52%16]:2567  ESTABLISHED     5760
  TCP    [fe80::d409:7142:582e:e52%16]:49368  [fe80::d409:7142:582e:e52%16]:2563  ESTABLISHED     5760
  TCP    [fe80::d409:7142:582e:e52%16]:49369  [fe80::d409:7142:582e:e52%16]:2571  ESTABLISHED     5760
  TCP    [fe80::d409:7142:582e:e52%16]:49370  [fe80::d409:7142:582e:e52%16]:2561  ESTABLISHED     5760
  TCP    [fe80::d409:7142:582e:e52%16]:49371  [fe80::d409:7142:582e:e52%16]:2562  ESTABLISHED     5760
  TCP    [fe80::d409:7142:582e:e52%16]:49372  [fe80::d409:7142:582e:e52%16]:2568  ESTABLISHED     5760
  TCP    [fe80::d409:7142:582e:e52%16]:49373  [fe80::d409:7142:582e:e52%16]:2573  ESTABLISHED     5760
  TCP    [fe80::d409:7142:582e:e52%16]:49374  [fe80::d409:7142:582e:e52%16]:2566  ESTABLISHED     5760
  TCP    [fe80::d409:7142:582e:e52%16]:49375  [fe80::d409:7142:582e:e52%16]:2570  ESTABLISHED     5760
  TCP    [fe80::d409:7142:582e:e52%16]:49376  [fe80::d409:7142:582e:e52%16]:2564  ESTABLISHED     5760
  TCP    [fe80::d409:7142:582e:e52%16]:49377  [fe80::d409:7142:582e:e52%16]:2576  ESTABLISHED     5684
  TCP    [fe80::d409:7142:582e:e52%16]:49378  [fe80::d409:7142:582e:e52%16]:2541  ESTABLISHED     6884
  TCP    [fe80::d409:7142:582e:e52%16]:49379  [fe80::d409:7142:582e:e52%16]:2572  ESTABLISHED     5780
  TCP    [fe80::d409:7142:582e:e52%16]:49380  [fe80::d409:7142:582e:e52%16]:2560  ESTABLISHED     5780
  TCP    [fe80::d409:7142:582e:e52%16]:49381  [fe80::d409:7142:582e:e52%16]:2574  ESTABLISHED     5780
  TCP    [fe80::d409:7142:582e:e52%16]:49382  [fe80::d409:7142:582e:e52%16]:2569  ESTABLISHED     5780
  TCP    [fe80::d409:7142:582e:e52%16]:49383  [fe80::d409:7142:582e:e52%16]:2567  ESTABLISHED     5780
  TCP    [fe80::d409:7142:582e:e52%16]:49384  [fe80::d409:7142:582e:e52%16]:2563  ESTABLISHED     5780
  TCP    [fe80::d409:7142:582e:e52%16]:49385  [fe80::d409:7142:582e:e52%16]:2571  ESTABLISHED     5780
  TCP    [fe80::d409:7142:582e:e52%16]:49386  [fe80::d409:7142:582e:e52%16]:2561  ESTABLISHED     5780
  TCP    [fe80::d409:7142:582e:e52%16]:49387  [fe80::d409:7142:582e:e52%16]:2565  ESTABLISHED     5780
  TCP    [fe80::d409:7142:582e:e52%16]:49388  [fe80::d409:7142:582e:e52%16]:2562  ESTABLISHED     5780
  TCP    [fe80::d409:7142:582e:e52%16]:49389  [fe80::d409:7142:582e:e52%16]:2568  ESTABLISHED     5780
  TCP    [fe80::d409:7142:582e:e52%16]:49390  [fe80::d409:7142:582e:e52%16]:2573  ESTABLISHED     5780
  TCP    [fe80::d409:7142:582e:e52%16]:49391  [fe80::d409:7142:582e:e52%16]:2566  ESTABLISHED     5780
  TCP    [fe80::d409:7142:582e:e52%16]:49392  [fe80::d409:7142:582e:e52%16]:2570  ESTABLISHED     5780
  TCP    [fe80::d409:7142:582e:e52%16]:49393  [fe80::d409:7142:582e:e52%16]:2564  ESTABLISHED     5780
  TCP    [fe80::d409:7142:582e:e52%16]:49394  [fe80::d409:7142:582e:e52%16]:2575  ESTABLISHED     6884
  TCP    [fe80::d409:7142:582e:e52%16]:49395  [fe80::d409:7142:582e:e52%16]:2574  ESTABLISHED     6884
  TCP    [fe80::d409:7142:582e:e52%16]:49396  [fe80::d409:7142:582e:e52%16]:2563  ESTABLISHED     6884
  TCP    [fe80::d409:7142:582e:e52%16]:49397  [fe80::d409:7142:582e:e52%16]:2572  ESTABLISHED     5604
  TCP    [fe80::d409:7142:582e:e52%16]:49398  [fe80::d409:7142:582e:e52%16]:2575  ESTABLISHED     5604
  TCP    [fe80::d409:7142:582e:e52%16]:49399  [fe80::d409:7142:582e:e52%16]:2560  ESTABLISHED     5604
  TCP    [fe80::d409:7142:582e:e52%16]:49400  [fe80::d409:7142:582e:e52%16]:2560  ESTABLISHED     5604
  TCP    [fe80::d409:7142:582e:e52%16]:49401  [fe80::d409:7142:582e:e52%16]:2574  ESTABLISHED     5604
  TCP    [fe80::d409:7142:582e:e52%16]:49402  [fe80::d409:7142:582e:e52%16]:2574  ESTABLISHED     5604
  TCP    [fe80::d409:7142:582e:e52%16]:49403  [fe80::d409:7142:582e:e52%16]:2569  ESTABLISHED     5604
